element_type,osmid,geometry,bicycle,crossing,highway,horse,crossing:markings,ford,intermittent,crossing:island,tactile_paving,nodes,smoothness,surface,foot,layer,segregated,tunnel,width,cycleway,lanes,note,access,description,historic,name,website,footway,motor_vehicle,lit,bridge,operator,service,store,postal_code,oneway,source,road_marking,covered,button_operated,wheelchair,access_aisle,ski,snowmobile,public_transport,public_transport:version,railway,addr:city,addr:country,addr:housenumber,addr:state,addr:street,incline,step_count,check_date,dog,stroller,indoor,level,ramp,handrail
way,189103245,"LINESTRING (-112.2304296 33.4764777, -112.2308031 33.4764574)",,,footway,,,,,,,"[1997497638, 1997497784]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,Bing,,,,,,,,,,,,,,,,,,,,,,,,
way,189529622,"LINESTRING (-112.226985 33.4708206, -112.2269516 33.4708261, -112.2269304 33.4708382, -112.2269149 33.4708567, -112.2269084 33.4708775, -112.2269092 33.4708926, -112.2269178 33.4709128, -112.2269342 33.4709294, -112.2269608 33.4709415, -112.2269863 33.470944, -112.2270114 33.4709391, -112.2270334 33.4709269, -112.2270486 33.4709096, -112.2270558 33.470889, -112.2270555 33.4708788, -112.2270551 33.4708716, -112.2270463 33.4708514, -112.2270319 33.4708366, -112.2270102 33.4708252, -112.226985 33.4708206)",,,footway,,,,,,,"[1996410389, 1996410581, 1996410654, 1996410432, 1996410692, 1996410463, 1996410343, 1996410645, 1996410552, 1996410481, 1996410460, 1996410643, 1996410344, 1996410366, 2001278449, 1996410429, 1996410323, 1996410403, 1996410455, 1996410389]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,Bing,,,,,,,,,,,,,,,,,,,,,,,,
way,189529652,"LINESTRING (-112.2270555 33.4708788, -112.2270731 33.4708789, -112.2270954 33.470879, -112.2271463 33.4708791, -112.2271649 33.4708792, -112.2273063 33.4708797, -112.2274116 33.4708801, -112.227412 33.470807, -112.2274828 33.4708072, -112.2274823 33.4709114, -112.2275692 33.4709117)",,,footway,,,,,,,"[2001278449, 2001278448, 2036312483, 2036312484, 2001278447, 2001278446, 2036312485, 2036312478, 2036312479, 2036312488, 2036312489]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,Bing,,,,,,,,,,,,,,,,,,,,,,,,
way,193113332,"LINESTRING (-112.2273063 33.4708797, -112.2273106 33.4710068, -112.227431 33.4710017, -112.2274803 33.4709747, -112.2274823 33.4709114)",,,footway,,,,,,,"[2001278446, 2036312492, 2036312491, 2036312490, 2036312488]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,Bing,,,,,,,,,,,,,,,,,,,,,,,,
way,193113333,"LINESTRING (-112.2276482 33.4707921, -112.2275682 33.4707926, -112.2275692 33.4709117, -112.2275704 33.4710742, -112.2276452 33.4710738)",,,footway,,,,,,,"[2036312476, 2036312477, 2036312489, 2036312494, 2036312493]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,Bing,,,,,,,,,,,,,,,,,,,,,,,,
way,465668193,"LINESTRING (-112.2334831 33.4656605, -112.2334804 33.4659245, -112.2334884 33.4661997, -112.2334938 33.4666148, -112.2334871 33.4669348, -112.2334924 33.4671909, -112.2334817 33.4676127, -112.233479 33.4682001, -112.2334723 33.4686733, -112.2334965 33.4689261, -112.2335635 33.4689876, -112.2336131 33.4690061, -112.2336453 33.4690178, -112.2336884 33.4690436)",,,track,,,,,,,"[4605980680, 4605980681, 4605980682, 4605980683, 4605980684, 4605980685, 4605980686, 4605980687, 4605980688, 4605980791, 4605980790, 11290430259, 4605980789, 1435421954]",,,,,,,,,,,,,,North 81st Avenue,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051149545,"LINESTRING (-112.2250246 33.4657334, -112.2249111 33.4657482, -112.2247836 33.4657649)",,unmarked,footway,,no,,,,,"[9659514297, 10277194710, 9659514298]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051149546,"LINESTRING (-112.2249482 33.4654293, -112.2248977 33.4654306, -112.2248031 33.4654329)",,unmarked,footway,,no,,,,,"[9659514299, 10865443515, 9659514300]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051149547,"LINESTRING (-112.2234502 33.4654732, -112.2233801 33.4654754, -112.2232956 33.465478)",,unmarked,footway,,no,,,,,"[9659514301, 10865443514, 9659514302]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051149548,"LINESTRING (-112.2225005 33.4654934, -112.222422 33.465494, -112.2223389 33.4654945)",,unmarked,footway,,no,,,,,"[9659514303, 10865443512, 9659514304]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051149549,"LINESTRING (-112.2207196 33.4654911, -112.2206431 33.4654922, -112.2204466 33.4654951, -112.2203701 33.4654963)",,traffic_signals,footway,,lines,,,no,yes,"[9659514305, 2521798074, 2521798076, 9659514306]",,asphalt,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,yes,,,,,,,,,,,,,,,,,,,,,
way,1051149550,"LINESTRING (-112.220794 33.4658134, -112.2207887 33.4657402, -112.2207752 33.4655962, -112.2207688 33.465529)",,traffic_signals,footway,,lines,,,no,yes,"[9659514307, 4068931544, 1689410405, 9659514308]",,asphalt,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,yes,,,,,,,,,,,,,,,,,,,,,
way,1051149551,"LINESTRING (-112.2207464 33.4658527, -112.2206636 33.4658535, -112.2204767 33.4658576, -112.2204017 33.4658592)",,traffic_signals,footway,,lines,,,no,yes,"[9659514309, 2521798083, 2521798082, 9659514310]",,asphalt,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,yes,,,,,,,,,,,,,,,,,,,,,
way,1051149552,"LINESTRING (-112.22036 33.4658255, -112.220351 33.4657426, -112.2203361 33.4656048, -112.2203283 33.4655296)",,traffic_signals,footway,,lines,,,no,yes,"[9659514311, 4068931545, 4068931526, 9659514312]",,asphalt,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,yes,,,,,,,,,,,,,,,,,,,,,
way,1051149553,"LINESTRING (-112.22072 33.4644438, -112.2207229 33.4643913, -112.2207279 33.4642989, -112.2207299 33.4642627)",,unmarked,footway,,no,,,,,"[9659514313, 10863958514, 10863958513, 9659514314]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051149554,"LINESTRING (-112.2208025 33.466619, -112.2207977 33.4665335, -112.220793 33.4664524)",,unmarked,footway,,no,,,,,"[9659514315, 10277108206, 9659514316]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051149555,"LINESTRING (-112.2208739 33.4676457, -112.220855 33.467553, -112.2208362 33.4674606)",,unmarked,footway,,no,,,,,"[9659529117, 10277108205, 9659529118]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051149556,"LINESTRING (-112.2203111 33.4645975, -112.2202946 33.4645233, -112.2202819 33.4644663)",,unmarked,footway,,no,,,,,"[9659529119, 10865326580, 9659529120]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051149557,"LINESTRING (-112.2227548 33.4657875, -112.2226537 33.4658018, -112.2225835 33.4658117)",,unmarked,footway,,no,,,,,"[9659529121, 10865443513, 9659529122]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051149954,"LINESTRING (-112.220452 33.4664643, -112.2204456 33.4663632, -112.220441 33.4662898)",,unmarked,footway,,no,,,,,"[9659520244, 10277108207, 9659520245]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051149955,"LINESTRING (-112.2204844 33.4676312, -112.2204814 33.4675591, -112.2204789 33.4674972)",,unmarked,footway,,no,,,,,"[9659520246, 10277108204, 9659520247]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051150110,"LINESTRING (-112.225048 33.4669572, -112.2250465 33.4668856, -112.2250453 33.4668264)",,unmarked,footway,,no,,,,,"[9659529123, 10865443516, 9659529124]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151801,"LINESTRING (-112.2172782 33.465834, -112.2172087 33.4658351, -112.2171408 33.4658362)",,unmarked,footway,,no,,,,,"[9659550841, 10865326584, 9659550842]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151802,"LINESTRING (-112.2164403 33.4656135, -112.2163106 33.4656139, -112.2161939 33.4656142)",,unmarked,footway,,no,,,,,"[9659550843, 10865326586, 9659550844]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151803,"LINESTRING (-112.2163956 33.4658451, -112.2163064 33.465846, -112.2162121 33.465847)",,unmarked,footway,,no,,,,,"[9659550845, 10865326587, 9659550846]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151804,"LINESTRING (-112.2154635 33.4658446, -112.2153769 33.4658458, -112.215296 33.4658468)",,unmarked,footway,,no,,,,,"[9659550847, 10865326588, 9659550848]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151805,"LINESTRING (-112.2146216 33.4658568, -112.2145403 33.4658578, -112.2144654 33.4658588)",,unmarked,footway,,no,,,,,"[9659550849, 10865326589, 9659550850]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151806,"LINESTRING (-112.2146497 33.465637, -112.214597 33.4656373, -112.2144908 33.465638, -112.2144412 33.4656383)",,unmarked,footway,,no,,,,,"[9659550851, 4197827704, 4197827705, 9659550852]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151807,"LINESTRING (-112.2197716 33.4658235, -112.2197196 33.4658238, -112.2196354 33.4658244)",,unmarked,footway,,no,,,,,"[9659550853, 10865326581, 9659550854]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151808,"LINESTRING (-112.2186572 33.4655289, -112.2185613 33.4655466, -112.2184796 33.4655616)",,unmarked,footway,,no,,,,,"[9659550855, 10865326582, 9659550856]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151809,"LINESTRING (-112.217855 33.465594, -112.2177908 33.4655956, -112.217672 33.4655987)",,unmarked,footway,,no,,,,,"[9659550857, 10865326583, 9659550858]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151810,"LINESTRING (-112.214762 33.4652165, -112.2147641 33.4651823, -112.214767 33.4651343)",,marked,footway,,yes,,,,,"[9659550859, 10865326592, 9659550860]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151814,"LINESTRING (-112.2158645 33.4646644, -112.2158642 33.4646263, -112.2158639 33.4645885)",,unmarked,footway,,no,,,,,"[9659550867, 10865326596, 9659550868]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151815,"LINESTRING (-112.2162336 33.4646906, -112.216234 33.4646325, -112.2162344 33.464569)",,unmarked,footway,,no,,,,,"[9659550869, 10865326597, 9659550870]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151816,"LINESTRING (-112.2192739 33.4676358, -112.2192077 33.4676362, -112.2191246 33.4676367)",,unmarked,footway,,no,,,,,"[9659550871, 10865326600, 9659550872]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151817,"LINESTRING (-112.2182792 33.4676462, -112.218209 33.467647, -112.218129 33.4676479)",,unmarked,footway,,no,,,,,"[9659550873, 10865326601, 9659550874]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151818,"LINESTRING (-112.2172975 33.4675322, -112.2172983 33.4675936, -112.2172993 33.4676586, -112.2172149 33.4676595, -112.2171503 33.4676601, -112.2171494 33.4675951, -112.2171485 33.4675337, -112.2172138 33.467533, -112.2172975 33.4675322)",,unmarked,footway,,no,,,,,"[9659550877, 10865443505, 9659550875, 10865326604, 9659550876, 10865326602, 9659550878, 10865326603, 9659550877]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151820,"LINESTRING (-112.2162288 33.4675411, -112.2163231 33.4675404, -112.2164019 33.4675398, -112.2164025 33.4676018, -112.2164032 33.4676754, -112.2163242 33.4676759, -112.2162302 33.4676766, -112.2162295 33.4676035, -112.2162288 33.4675411)",,unmarked,footway,,no,,,,,"[9659550886, 10865443507, 9659550880, 10865443509, 9659550879, 10865443508, 9659550885, 10865443506, 9659550886]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151826,"LINESTRING (-112.215462 33.4676824, -112.2154615 33.4676115, -112.215461 33.4675465)",,unmarked,footway,,no,,,,,"[9659550891, 10865443510, 9659550892]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1051151827,"LINESTRING (-112.214485 33.4677638, -112.2144844 33.467718, -112.2144833 33.4676426)",,unmarked,footway,,no,,,,,"[9659550893, 10865443511, 9659550894]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1168120205,"LINESTRING (-112.2292917 33.4774711, -112.2291875 33.4774727, -112.2290744 33.4774744)",,traffic_signals,footway,,yes,,,,,"[10863549080, 6074798916, 10863549081]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1168168369,"LINESTRING (-112.2203701 33.4654963, -112.2203283 33.4655296)",,,footway,,,,,,,"[9659514306, 9659514312]",,,,,,,,,,,,,,,,sidewalk,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1168168370,"LINESTRING (-112.2207196 33.4654911, -112.2207688 33.465529)",,,footway,,,,,,,"[9659514305, 9659514308]",,,,,,,,,,,,,,,,sidewalk,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1168168371,"LINESTRING (-112.220794 33.4658134, -112.2207665 33.4658268, -112.2207464 33.4658527)",,,footway,,,,,,,"[9659514307, 10863958510, 9659514309]",,,,,,,,,,,,,,,,sidewalk,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1168168372,"LINESTRING (-112.2204017 33.4658592, -112.22036 33.4658255)",,,footway,,,,,,,"[9659514310, 9659514311]",,,,,,,,,,,,,,,,sidewalk,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1168315147,"LINESTRING (-112.2143207 33.4652164, -112.2143196 33.4651717, -112.2143186 33.4651298)",,marked,footway,,yes,,,,,"[10865326593, 10865326594, 10865326595]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466084,"LINESTRING (-112.2345081 33.4727423, -112.2344802 33.472735, -112.2293586 33.4728463)",,,footway,,,,,,,"[11290429972, 11290429973, 11290429974]",,,,,,,,,,,,,,,,sidewalk,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466085,"LINESTRING (-112.2293586 33.4728463, -112.22922 33.4728486, -112.2290722 33.4728569, -112.2290646 33.4727556, -112.2290609 33.4726651)",,uncontrolled,footway,,,,,,,"[11290429974, 4226220564, 11290429977, 4226220565, 11290429976]",,,,,,,,,,,,,,,,crossing,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466086,"LINESTRING (-112.2320968 33.4726095, -112.2323418 33.4726052, -112.2325578 33.472536, -112.2326652 33.4725269, -112.2329572 33.472578, -112.233031 33.4725839, -112.2332323 33.4725448, -112.2333177 33.4725357, -112.2334479 33.4725356, -112.2336009 33.4725771, -112.2337277 33.4725735)",,,footway,,,,,,,"[11290429989, 11290429990, 11290429991, 11290429992, 11290429993, 11290429994, 11290429995, 11290429996, 11290429997, 11290429998, 11290429999]",,,,,,,,,,,,,,,,sidewalk,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466090,"LINESTRING (-112.2336148 33.4691023, -112.2336056 33.4690214, -112.2336131 33.4690061, -112.2336223 33.4689873, -112.2336603 33.4689754, -112.2337074 33.4689839, -112.2356993 33.4689404, -112.2360078 33.4689267)",,,footway,,,,,,,"[11290430075, 11290430258, 11290430259, 11290430257, 11290430058, 11290430059, 11290430060, 11290430262]",,,,,,,,,,,,,,,,sidewalk,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466091,"LINESTRING (-112.2336263 33.4691022, -112.2336148 33.4691023, -112.2336159 33.469148, -112.233595 33.4691657, -112.233557 33.4691749, -112.2333417 33.4691703, -112.2332113 33.4691497, -112.2330509 33.4691458, -112.231189 33.4692071, -112.229504 33.4692625, -112.2293504 33.4692675)",,,footway,,,,,,,"[11290430224, 11290430075, 11290430076, 11290430077, 11290430078, 11290430079, 11290430080, 11290430081, 11290430092, 11290430255, 11290430082]",,,,,,,,,,,,,,,,sidewalk,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466092,"LINESTRING (-112.2312491 33.4709741, -112.2312452 33.4708587, -112.2312392 33.4706829, -112.2312335 33.4705165, -112.2312279 33.4703514, -112.231222 33.470176, -112.2312167 33.4700227, -112.231211 33.4698538, -112.2312055 33.4696911, -112.2312 33.4695299, -112.2311943 33.469364, -112.2311929 33.4693085)",,,footway,,,,,,,"[11290430253, 11290430144, 11290430143, 11290430142, 11290430141, 11290430140, 11290430139, 11290430138, 11290430137, 11290430136, 11290430135, 11290430254]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466093,"LINESTRING (-112.2312784 33.472095, -112.2312725 33.4719273, -112.2312533 33.4711356)",,,footway,,,,,,,"[11290430215, 11290430095, 11290430252]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466094,"LINESTRING (-112.2313359 33.470855, -112.2312452 33.4708587, -112.2311481 33.4708571)",,,footway,,,,,,,"[1435422253, 11290430144, 1435422256]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466095,"LINESTRING (-112.2313326 33.4706798, -112.2312392 33.4706829, -112.2311461 33.4706861)",,,footway,,,,,,,"[1435422190, 11290430143, 1435422193]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466096,"LINESTRING (-112.2313287 33.4705145, -112.2312335 33.4705165, -112.2311416 33.4705185)",,,footway,,,,,,,"[11290430096, 11290430142, 1435422173]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466097,"LINESTRING (-112.2313257 33.4703481, -112.2312279 33.4703514, -112.2311378 33.4703544)",,,footway,,,,,,,"[1435422145, 11290430141, 1435422149]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466098,"LINESTRING (-112.231322 33.4701727, -112.231222 33.470176, -112.2311334 33.470179)",,,footway,,,,,,,"[1435422125, 11290430140, 1435422128]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466099,"LINESTRING (-112.2313188 33.4700193, -112.2312167 33.4700227, -112.2311296 33.4700256)",,,footway,,,,,,,"[1435422112, 11290430139, 1435422113]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466100,"LINESTRING (-112.2313152 33.4698503, -112.231211 33.4698538, -112.2311254 33.4698567)",,,footway,,,,,,,"[1435422102, 11290430138, 1435422106]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466101,"LINESTRING (-112.2313118 33.4696875, -112.2312055 33.4696911, -112.2311213 33.4696939)",,,footway,,,,,,,"[1435422087, 11290430137, 1435422088]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466102,"LINESTRING (-112.2313076 33.4695269, -112.2312 33.4695299, -112.2311179 33.469532)",,,footway,,,,,,,"[1435422077, 11290430136, 1435422081]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466103,"LINESTRING (-112.2313044 33.469362, -112.2311943 33.469364, -112.2311128 33.4693655)",,,footway,,,,,,,"[11290430097, 11290430135, 11290430098]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466114,"LINESTRING (-112.2310883 33.4719301, -112.231087 33.4718895, -112.2295486 33.4719227, -112.2295497 33.4719572, -112.2295507 33.4719902, -112.2310891 33.4719568, -112.2310883 33.4719301, -112.2311378 33.4719287)",,,footway,,,,,,,"[11290430119, 11290430123, 11290430122, 11290430174, 11290430121, 11290430120, 11290430119, 11290430214]",,,,,,,,,,,,,,,,sidewalk,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466115,"LINESTRING (-112.2314928 33.4719237, -112.2315002 33.4721312)",,,footway,,,,,,,"[11290430112, 11290430113]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1218466116,"LINESTRING (-112.2344987 33.4718519, -112.2342448 33.4718607, -112.2341251 33.471863)",,,footway,,,,,,,"[11290430041, 11290430115, 11290430114]",,,,,,,,,,,,,,,,,,,,,,"Walmart Supercenter, 2020 N 75th Ave, Phoenix",,,,,,,,,,,,,,,,,,,,,,,,,,,
